0,35.19,10.087,528.85,10.087
1.2335,35.19,10.087,528.73,10.087
3.0837,35.19,10.087,528.61,10.088
4.9339,35.189,10.087,528.49,10.089
5.5507,35.189,10.087,528.45,10.087
7.4009,35.189,10.086,528.33,10.087
9.2511,35.19,10.086,528.21,10.086
10.485,35.19,10.087,528.13,10.087
12.335,35.189,10.086,528.01,10.086
13.568,35.189,10.086,527.93,10.087
15.419,35.189,10.087,527.81,10.087
17.269,35.19,10.086,527.69,10.087
17.885,35.189,10.087,527.65,10.088
19.736,35.189,10.086,527.53,10.087
21.586,35.191,10.086,527.41,10.085
22.819,35.189,10.087,527.33,10.087
24.67,35.19,10.087,527.21,10.088
26.52,35.19,10.087,527.09,10.088
27.137,35.189,10.087,527.05,10.088
28.987,35.189,10.087,526.93,10.088
30.837,35.188,10.087,526.81,10.089
32.07,35.189,10.086,526.73,10.087
33.304,35.19,10.086,526.65,10.088
35.154,35.19,10.086,526.53,10.087
37.004,35.19,10.087,526.41,10.087
38.238,35.188,10.086,526.33,10.087
39.471,35.189,10.085,526.25,10.087
41.322,35.189,10.085,526.13,10.086
43.789,35.189,10.085,525.97,10.086
44.405,35.19,10.085,525.93,10.086
46.256,35.189,10.086,525.81,10.086
47.489,35.191,10.085,525.73,10.086
48.722,35.19,10.086,525.65,10.086
50.573,35.189,10.087,525.53,10.085
52.423,35.189,10.088,525.41,10.087
53.656,35.188,10.088,525.33,10.086
56.123,35.19,10.086,525.17,10.086
56.74,35.189,10.089,525.13,10.086
58.59,35.19,10.088,525.01,10.085
59.207,35.188,10.089,524.97,10.086
61.057,35.189,10.088,524.85,10.086
62.907,35.195,10.101,524.73,10.087
65.374,35.191,10.136,524.57,10.088
66.608,35.201,10.151,524.49,10.087
67.841,35.202,10.175,524.41,10.087
69.075,35.199,10.229,524.33,10.086
70.925,35.199,10.232,524.21,10.086
72.159,35.203,10.243,524.13,10.087
73.392,35.203,10.255,524.05,10.087
75.242,35.206,10.273,523.93,10.086
76.476,35.213,10.295,523.85,10.087
78.326,35.21,10.338,523.73,10.089
80.176,35.213,10.35,523.61,10.088
81.41,35.214,10.351,523.53,10.09
83.877,35.216,10.351,523.37,10.09
85.11,35.217,10.351,523.29,10.091
86.344,35.219,10.351,523.21,10.092
87.577,35.221,10.35,523.13,10.093
89.427,35.221,10.349,523.01,10.094
90.661,35.221,10.349,522.93,10.095
92.511,35.223,10.351,522.81,10.096
93.744,35.223,10.351,522.73,10.097
95.595,35.224,10.35,522.61,10.1
97.445,35.223,10.351,522.49,10.102
98.678,35.224,10.351,522.41,10.103
100.53,35.222,10.351,522.29,10.106
101.76,35.223,10.348,522.21,10.106
103,35.223,10.348,522.13,10.109
104.85,35.225,10.347,522.01,10.11
106.7,35.225,10.347,521.89,10.112
107.93,35.226,10.352,521.81,10.113
109.16,35.23,10.357,521.73,10.115
111.01,35.237,10.382,521.61,10.117
112.86,35.232,10.402,521.49,10.118
114.1,35.237,10.424,521.41,10.12
115.95,35.235,10.444,521.29,10.12
116.56,35.246,10.46,521.25,10.124
118.41,35.248,10.502,521.13,10.125
119.65,35.241,10.519,521.05,10.126
122.11,35.245,10.541,520.89,10.129
125.2,35.244,10.547,520.69,10.132
125.81,35.244,10.548,520.65,10.136
127.67,35.245,10.547,520.53,10.137
128.9,35.246,10.549,520.45,10.142
130.75,35.247,10.547,520.33,10.142
132.6,35.248,10.548,520.21,10.147
133.83,35.248,10.548,520.13,10.147
135.68,35.249,10.546,520.01,10.15
136.92,35.249,10.547,519.93,10.153
138.15,35.249,10.547,519.85,10.155
140,35.25,10.546,519.73,10.157
140.79,35.251,10.548,519.65,10.16
141.97,35.251,10.547,519.53,10.163
142.76,35.252,10.548,519.45,10.166
143.54,35.252,10.548,519.37,10.169
145.12,35.252,10.548,519.21,10.173
147.08,35.251,10.548,519.01,10.178
148.66,35.252,10.548,518.85,10.184
151.02,35.253,10.549,518.61,10.19
152.2,35.252,10.549,518.49,10.195
152.99,35.252,10.55,518.41,10.199
154.96,35.253,10.549,518.21,10.203
156.14,35.253,10.549,518.09,10.206
157.32,35.254,10.549,517.97,10.208
158.1,35.252,10.549,517.89,10.212
159.29,35.253,10.549,517.77,10.214
159.68,35.253,10.549,517.73,10.217
160.86,35.253,10.549,517.61,10.219
162.04,35.253,10.549,517.49,10.222
162.83,35.254,10.549,517.41,10.223
163.61,35.254,10.549,517.33,10.227
164.8,35.253,10.549,517.21,10.23
165.58,35.253,10.549,517.13,10.232
166.76,35.254,10.549,517.01,10.235
167.55,35.254,10.549,516.93,10.237
168.73,35.253,10.548,516.81,10.24
169.91,35.253,10.549,516.69,10.244
170.7,35.254,10.549,516.61,10.246
171.88,35.253,10.55,516.49,10.249
172.67,35.254,10.549,516.41,10.251
173.45,35.254,10.549,516.33,10.254
174.63,35.254,10.549,516.21,10.257
176.21,35.254,10.549,516.05,10.26
177.39,35.254,10.549,515.93,10.264
179.36,35.255,10.549,515.73,10.268
181.33,35.255,10.549,515.53,10.273
183.29,35.255,10.549,515.33,10.277
185.26,35.256,10.549,515.13,10.282
187.23,35.256,10.549,514.93,10.284
188.02,35.256,10.549,514.85,10.286
189.2,35.255,10.549,514.73,10.289
190.38,35.255,10.55,514.61,10.291
191.56,35.256,10.549,514.49,10.293
192.35,35.255,10.55,514.41,10.295
193.53,35.255,10.549,514.29,10.296
195.1,35.254,10.55,514.13,10.301
196.67,35.255,10.55,513.97,10.305
197.86,35.256,10.549,513.85,10.306
199.04,35.256,10.55,513.73,10.309
199.82,35.256,10.549,513.65,10.31
201,35.256,10.549,513.53,10.311
201.79,35.256,10.549,513.45,10.312
203.37,35.256,10.549,513.29,10.314
204.15,35.256,10.549,513.21,10.317
205.33,35.255,10.549,513.09,10.318
206.12,35.256,10.549,513.01,10.32
207.3,35.255,10.549,512.89,10.322
208.09,35.256,10.549,512.81,10.323
209.66,35.256,10.549,512.65,10.325
210.45,35.255,10.549,512.57,10.328
212.02,35.256,10.549,512.41,10.328
212.42,35.255,10.549,512.37,10.331
213.99,35.256,10.549,512.21,10.332
214.78,35.256,10.55,512.13,10.335
216.35,35.256,10.549,511.97,10.336
217.14,35.256,10.549,511.89,10.338
218.32,35.257,10.549,511.77,10.34
219.11,35.257,10.549,511.69,10.343
220.29,35.256,10.549,511.57,10.343
221.47,35.256,10.549,511.45,10.344
222.26,35.255,10.549,511.37,10.346
223.83,35.257,10.549,511.21,10.348
225.8,35.257,10.549,511.01,10.35
226.59,35.255,10.549,510.93,10.352
228.16,35.257,10.548,510.77,10.353
228.55,35.255,10.548,510.73,10.354
229.73,35.256,10.548,510.61,10.356
230.92,35.255,10.548,510.49,10.357
232.49,35.256,10.548,510.33,10.359
234.06,35.255,10.548,510.17,10.361
235.24,35.256,10.549,510.05,10.364
236.03,35.256,10.548,509.97,10.365
237.21,35.257,10.549,509.85,10.368
238,35.255,10.548,509.77,10.368
239.48,35.256,10.548,509.61,10.369
240.21,35.256,10.548,509.53,10.37
241.69,35.256,10.547,509.37,10.371
242.06,35.256,10.547,509.33,10.372
243.17,35.257,10.547,509.21,10.374
244.27,35.256,10.547,509.09,10.375
245.38,35.255,10.547,508.97,10.376
245.75,35.256,10.546,508.93,10.378
247.6,35.254,10.544,508.73,10.38
249.07,35.256,10.544,508.57,10.381
250.18,35.255,10.545,508.45,10.383
251.29,35.255,10.544,508.33,10.383
